"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","CNAE 2.0 Subclasse","Tamanho Estabelecimento","UF","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","Natureza_Juridica","TpEstab","IbgeSubSetor","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE","ds_nat_jur","ds_tpestab","ds_ibge_subsetor"
"1","23991",1,0,0,0,0,351550,"2399199","03",35,99999999,5,5,0,2062,1,2,3515509,"SP","São José do Rio Preto","Fernandópolis","Fernandópolis","-20.2806","-50.2471","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"2","23991",1,0,0,0,1,350760,"2399199","02",35,12906330,2,2,0,2135,1,2,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"3","08100",1,0,0,0,0,350740,"0810099","05",35,14955000,24,24,0,2062,1,1,3507407,"SP","Araraquara","Araraquara","Borborema","-21.6214","-49.0741","SOC QT LTDA","CNPJ","Extrativa mineral"
"4","08100",1,0,0,0,0,354060,"0810099","02",35,18540000,5,5,0,2062,1,1,3540606,"SP","Macro Metropolitana Paulista","Sorocaba","Porto Feliz","-23.2093","-47.5251","SOC QT LTDA","CNPJ","Extrativa mineral"
"5","23991",1,0,0,0,1,351440,"2399199","03",35,17900000,5,5,0,2062,1,2,3514403,"SP","Presidente Prudente","Dracena","Dracena","-21.4843","-51.535","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"6","23991",1,0,0,0,0,353060,"2399199","06",35,8735275,55,55,0,2062,1,2,3530607,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Mogi das Cruzes","-23.5208","-46.1854","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"7","23991",1,0,0,0,0,352340,"2399199","03",35,13254238,9,9,0,2062,1,2,3523404,"SP","Macro Metropolitana Paulista","Bragança Paulista","Itatiba","-23.0035","-46.8464","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"8","23991",1,0,0,0,0,350850,"2399199","04",35,12286715,16,16,0,2062,1,2,3508504,"SP","Vale do Paraíba Paulista","São José dos Campos","Caçapava","-23.0992","-45.7076","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"9","23991",1,0,0,0,1,354390,"2399199","03",35,13505600,8,8,0,2062,1,2,3543907,"SP","Piracicaba","Rio Claro","Rio Claro","-22.3984","-47.5546","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"10","23991",1,0,0,0,1,351380,"2399199","02",35,9981360,2,2,0,2305,1,2,3513801,"SP","Metropolitana de São Paulo","São Paulo","Diadema","-23.6813","-46.6205",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"11","09904",1,0,0,0,1,355420,"0990403","06",35,18830000,58,58,0,2305,1,1,3554201,"SP","Assis","Ourinhos","Tejupá","-23.3425","-49.3722",NA,"CNPJ","Extrativa mineral"
"12","09904",1,0,0,0,0,353120,"0990403","03",35,13915000,8,8,0,2305,1,1,3531209,"SP","Campinas","Amparo","Monte Alegre do Sul","-22.6817","-46.681",NA,"CNPJ","Extrativa mineral"
"13","08100",1,0,0,0,0,355250,"0810099","02",35,8653015,1,1,0,2062,1,1,3552502,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Suzano","-23.5448","-46.3112","SOC QT LTDA","CNPJ","Extrativa mineral"
"14","08100",1,0,0,0,0,350660,"0810099","05",35,8940000,24,24,0,2062,1,1,3506607,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Biritiba Mirim","-23.5698","-46.0407","SOC QT LTDA","CNPJ","Extrativa mineral"
"15","23991",1,0,0,0,1,354910,"2399199","02",35,13873067,1,1,0,2062,1,2,3549102,"SP","Campinas","São João da Boa Vista","São João da Boa Vista","-21.9707","-46.7944","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"16","23991",1,0,0,0,0,354390,"2399199","04",35,13509000,24,24,0,2062,1,2,3543907,"SP","Piracicaba","Rio Claro","Rio Claro","-22.3984","-47.5546","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"17","23991",1,0,0,0,0,354140,"2399199","02",35,19043140,5,5,0,2062,1,2,3541406,"SP","Presidente Prudente","Presidente Prudente","Presidente Prudente","-22.1207","-51.3925","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"18","23991",1,0,0,0,0,354240,"2399199","03",35,19570000,12,12,0,2062,1,2,3542404,"SP","Presidente Prudente","Presidente Prudente","Regente Feijó","-22.2181","-51.3055","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"19","23991",1,0,0,0,1,354150,"2399199","02",35,19400000,1,1,0,2135,1,2,3541505,"SP","Presidente Prudente","Presidente Prudente","Presidente Venceslau","-21.8732","-51.8447","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"20","08100",1,0,1,0,0,354680,"0810099","01",35,7500000,0,0,0,2062,1,1,3546801,"SP","Metropolitana de São Paulo","Guarulhos","Santa Isabel","-23.3172","-46.2237","SOC QT LTDA","CNPJ","Extrativa mineral"
"21","23991",1,0,0,0,1,350950,"2399199","03",35,13040225,7,7,0,2062,1,2,3509502,"SP","Campinas","Campinas","Campinas","-22.9053","-47.0659","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"22","23991",1,0,0,0,0,351280,"2399199","02",35,13150001,4,4,0,2305,1,2,3512803,"SP","Campinas","Campinas","Cosmópolis","-22.6419","-47.1926",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"23","08100",1,0,0,0,0,350900,"0810099","07",35,7700001,147,147,0,2062,1,1,3509007,"SP","Metropolitana de São Paulo","Franco da Rocha","Caieiras","-23.3607","-46.7397","SOC QT LTDA","CNPJ","Extrativa mineral"
"24","23991",1,0,1,0,1,353870,"2399199","03",35,13424230,7,7,0,2062,1,2,3538709,"SP","Piracicaba","Piracicaba","Piracicaba","-22.7338","-47.6476","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"25","23991",1,0,0,0,1,352570,"2399199","03",35,15200000,7,7,0,2062,1,2,3525706,"SP","São José do Rio Preto","São José do Rio Preto","José Bonifácio","-21.0551","-49.6892","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"26","23991",1,0,0,0,0,352310,"2399199","02",35,8586180,2,2,0,2062,1,2,3523107,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Itaquaquecetuba","-23.4835","-46.3457","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"27","23991",1,0,0,0,0,350160,"2399199","07",35,13474750,149,149,0,2062,1,2,3501608,"SP","Campinas","Campinas","Americana","-22.7374","-47.3331","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"28","23991",1,0,0,0,0,352310,"2399199","06",35,8586170,87,87,0,2062,1,2,3523107,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Itaquaquecetuba","-23.4835","-46.3457","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"29","23991",1,0,0,0,0,355030,"2399199","05",35,3401001,22,22,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"30","23991",1,0,0,0,1,352440,"2399199","04",35,12335000,16,16,0,2305,1,2,3524402,"SP","Vale do Paraíba Paulista","São José dos Campos","Jacareí","-23.2983","-45.9658",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"31","23991",1,0,0,0,1,353060,"2399199","05",35,8772010,24,24,0,2305,1,2,3530607,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Mogi das Cruzes","-23.5208","-46.1854",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"32","23991",1,0,0,0,1,355030,"2399199","02",35,3977416,3,3,0,2305,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"33","23991",1,0,0,0,0,354060,"2399199","01",35,18540000,0,0,0,2062,1,2,3540606,"SP","Macro Metropolitana Paulista","Sorocaba","Porto Feliz","-23.2093","-47.5251","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"34","08100",1,0,0,0,0,353100,"0810099","04",35,15275000,10,10,0,2062,1,1,3531001,"SP","São José do Rio Preto","Nhandeara","Monções","-20.8509","-50.0975","SOC QT LTDA","CNPJ","Extrativa mineral"
"35","23991",1,0,0,0,1,353710,"2399199","04",35,13920000,14,14,0,2062,1,2,3537107,"SP","Campinas","Campinas","Pedreira","-22.7413","-46.8948","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"36","08100",1,0,0,0,0,354680,"0810099","03",35,7500000,8,8,0,2062,1,1,3546801,"SP","Metropolitana de São Paulo","Guarulhos","Santa Isabel","-23.3172","-46.2237","SOC QT LTDA","CNPJ","Extrativa mineral"
"37","23991",1,0,0,0,1,351300,"2399199","03",35,6727185,9,9,0,2062,1,2,3513009,"SP","Metropolitana de São Paulo","Itapecerica da Serra","Cotia","-23.6022","-46.919","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"38","23991",1,0,0,0,1,354580,"2399199","01",35,13450192,0,0,0,2062,1,2,3545803,"SP","Campinas","Campinas","Santa Bárbara d'Oeste","-22.7553","-47.4143","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"39","23991",1,0,0,0,0,354300,"2399199","02",35,18430000,2,2,0,2062,1,2,3543006,"SP","Itapetininga","Capão Bonito","Ribeirão Branco","-24.2206","-48.7635","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"40","23991",1,0,0,0,0,351240,"2399199","06",35,13490000,67,67,0,2305,1,2,3512407,"SP","Piracicaba","Limeira","Cordeirópolis","-22.4778","-47.4519",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"41","23991",1,0,0,0,0,354910,"2399199","04",35,13870672,15,15,0,2062,1,2,3549102,"SP","Campinas","São João da Boa Vista","São João da Boa Vista","-21.9707","-46.7944","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"42","23991",1,0,0,0,0,351570,"2399199","05",35,8500020,35,35,0,2054,1,2,3515707,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Ferraz de Vasconcelos","-23.5411","-46.371","SA FECH","CNPJ","Indústria de produtos minerais nao metálicos"
"43","23991",1,0,0,0,0,352240,"2399199","03",35,18400970,6,6,0,2062,1,2,3522406,"SP","Itapetininga","Itapeva","Itapeva","-23.9788","-48.8764","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"44","23991",1,0,0,0,0,353282,"2399199","02",35,18435000,3,3,0,2062,1,2,3532827,"SP","Itapetininga","Itapeva","Nova Campina","-24.1224","-48.9022","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"45","23991",1,0,1,0,1,353870,"2399199","02",35,13411097,3,3,0,2062,1,2,3538709,"SP","Piracicaba","Piracicaba","Piracicaba","-22.7338","-47.6476","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"46","23991",1,0,0,0,0,355030,"2399199","04",35,1139000,11,11,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"47","23991",1,0,0,0,1,352585,"2399199","05",35,18535000,23,23,0,2062,1,2,3525854,"SP","Piracicaba","Piracicaba","Jumirim","-23.0884","-47.7868","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"48","23991",1,0,0,0,1,351240,"2399199","03",35,13490000,7,7,0,2305,1,2,3512407,"SP","Piracicaba","Limeira","Cordeirópolis","-22.4778","-47.4519",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"49","23991",1,0,0,0,0,351280,"2399199","04",35,13150001,18,18,0,2305,1,2,3512803,"SP","Campinas","Campinas","Cosmópolis","-22.6419","-47.1926",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"50","23991",1,0,0,0,1,355110,"2399199","02",35,18225000,4,4,0,2062,1,2,3551108,"SP","Macro Metropolitana Paulista","Sorocaba","Sarapuí","-23.6397","-47.8249","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"51","23991",1,0,0,0,1,355030,"2399199","02",35,3575100,1,1,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"52","09904",1,0,0,0,1,352140,"0990401","01",35,13495000,0,0,0,2062,1,1,3521408,"SP","Piracicaba","Limeira","Iracemápolis","-22.5832","-47.523","SOC QT LTDA","CNPJ","Extrativa mineral"
"53","23991",1,0,0,0,1,350590,"2399199","02",35,14300000,2,2,0,2135,1,2,3505906,"SP","Ribeirão Preto","Batatais","Batatais","-20.8929","-47.5921","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"54","23991",1,0,0,0,1,354750,"2399199","04",35,13670000,11,11,0,2305,1,2,3547502,"SP","Ribeirão Preto","Ribeirão Preto","Santa Rita do Passa Quatro","-21.7083","-47.478",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"55","23991",1,0,0,0,1,351830,"2399199","05",35,8900000,25,25,0,2062,1,2,3518305,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Guararema","-23.4112","-46.0369","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"56","23991",1,0,0,0,0,353650,"2399199","05",35,13148192,41,41,0,2062,1,2,3536505,"SP","Campinas","Campinas","Paulínia","-22.7542","-47.1488","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"57","23991",1,0,0,0,0,350700,"2399199","05",35,18550000,38,38,0,2062,1,2,3507001,"SP","Itapetininga","Tatuí","Boituva","-23.2855","-47.6786","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"58","23991",1,0,0,0,0,351280,"2399199","04",35,13150001,12,12,0,2062,1,2,3512803,"SP","Campinas","Campinas","Cosmópolis","-22.6419","-47.1926","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"59","23991",1,0,0,0,1,352940,"2399199","03",35,9330150,9,9,0,2062,1,2,3529401,"SP","Metropolitana de São Paulo","São Paulo","Mauá","-23.6677","-46.4613","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"60","08100",1,0,1,0,0,353630,"0810099","05",35,14415000,36,36,0,2062,1,1,3536307,"SP","Ribeirão Preto","Franca","Patrocínio Paulista","-20.6384","-47.2801","SOC QT LTDA","CNPJ","Extrativa mineral"
"61","23991",1,0,0,0,1,355030,"2399199","03",35,3374001,5,5,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"62","23991",1,0,0,0,0,352500,"2399199","07",35,6612000,126,126,0,2305,1,2,3525003,"SP","Metropolitana de São Paulo","Osasco","Jandira","-23.5275","-46.9023",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"63","23991",1,0,0,0,1,350600,"2399199","02",35,17047136,1,1,0,2062,1,2,3506003,"SP","Bauru","Bauru","Bauru","-22.3246","-49.0871","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"64","08100",1,0,0,0,0,354380,"0810099","02",35,17740000,4,4,0,2062,1,1,3543808,"SP","Presidente Prudente","Adamantina","Rinópolis","-21.7284","-50.7239","SOC QT LTDA","CNPJ","Extrativa mineral"
"65","23991",1,0,0,0,0,350570,"2399199","03",35,6422150,5,5,0,2062,1,2,3505708,"SP","Metropolitana de São Paulo","Osasco","Barueri","-23.5057","-46.879","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"66","08100",1,0,0,0,0,350760,"0810099","06",35,12929598,54,54,0,2062,1,1,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419","SOC QT LTDA","CNPJ","Extrativa mineral"
"67","23991",1,0,0,0,1,354890,"2399199","02",35,13572070,2,2,0,2135,1,2,3548906,"SP","Araraquara","São Carlos","São Carlos","-22.0174","-47.886","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"68","23991",1,0,0,0,1,355030,"2399199","03",35,8070390,6,6,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"69","23991",1,0,0,0,1,352230,"2399199","04",35,99999999,10,10,0,2305,1,2,3522307,"SP","Itapetininga","Itapetininga","Itapetininga","-23.5886","-48.0483",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"70","08100",1,0,0,0,0,350275,"0810099","06",35,18147000,64,64,0,2054,1,1,3502754,"SP","Macro Metropolitana Paulista","Sorocaba","Araçariguama","-23.4366","-47.0608","SA FECH","CNPJ","Extrativa mineral"
"71","23991",1,0,0,0,1,353710,"2399199","03",35,13920000,6,6,0,2062,1,2,3537107,"SP","Campinas","Campinas","Pedreira","-22.7413","-46.8948","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"72","23991",1,0,0,0,1,352340,"2399199","03",35,13252810,6,6,0,2062,1,2,3523404,"SP","Macro Metropolitana Paulista","Bragança Paulista","Itatiba","-23.0035","-46.8464","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"73","08100",1,0,0,0,0,350390,"0810099","02",35,7400015,1,1,0,2054,1,1,3503901,"SP","Metropolitana de São Paulo","Guarulhos","Arujá","-23.3965","-46.32","SA FECH","CNPJ","Extrativa mineral"
"74","08100",1,0,0,0,0,350920,"0810099","02",35,7750020,2,2,0,2054,1,1,3509205,"SP","Metropolitana de São Paulo","Osasco","Cajamar","-23.355","-46.8781","SA FECH","CNPJ","Extrativa mineral"
"75","08100",1,0,0,0,0,354680,"0810099","05",35,7500000,50,50,0,2054,1,1,3546801,"SP","Metropolitana de São Paulo","Guarulhos","Santa Isabel","-23.3172","-46.2237","SA FECH","CNPJ","Extrativa mineral"
"76","08100",1,0,0,0,0,352220,"0810099","05",35,6874260,52,52,0,2054,1,1,3522208,"SP","Metropolitana de São Paulo","Itapecerica da Serra","Itapecerica da Serra","-23.7161","-46.8572","SA FECH","CNPJ","Extrativa mineral"
"77","23991",1,0,0,0,1,355220,"2399199","03",35,18087120,9,9,0,2062,1,2,3552205,"SP","Macro Metropolitana Paulista","Sorocaba","Sorocaba","-23.4969","-47.4451","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"78","08100",1,0,0,0,0,354270,"0810099","03",35,14430000,6,6,0,2062,1,1,3542701,"SP","Ribeirão Preto","Franca","Restinga","-20.6056","-47.4833","SOC QT LTDA","CNPJ","Extrativa mineral"
"79","23991",1,0,0,0,1,355030,"2399199","02",35,4765010,2,2,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"80","23991",1,0,0,0,0,350410,"2399199","03",35,12954103,8,8,0,2062,1,2,3504107,"SP","Macro Metropolitana Paulista","Bragança Paulista","Atibaia","-23.1171","-46.5563","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"81","23991",1,0,0,0,0,355490,"2399199","02",35,15770000,2,2,0,2062,1,2,3554904,"SP","São José do Rio Preto","Jales","Três Fronteiras","-20.2344","-50.8905","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"82","23991",1,0,0,0,0,354380,"2399199","02",35,17740000,4,4,0,2062,1,2,3543808,"SP","Presidente Prudente","Adamantina","Rinópolis","-21.7284","-50.7239","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"83","23991",1,0,0,0,0,353100,"2399199","02",35,15275000,2,2,0,2062,1,2,3531001,"SP","São José do Rio Preto","Nhandeara","Monções","-20.8509","-50.0975","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"84","23991",1,0,0,0,0,353440,"2399199","04",35,6278010,10,10,0,2062,1,2,3534401,"SP","Metropolitana de São Paulo","Osasco","Osasco","-23.5324","-46.7916","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"85","23991",1,0,0,0,0,351240,"2399199","05",35,13490000,20,20,0,2062,1,2,3512407,"SP","Piracicaba","Limeira","Cordeirópolis","-22.4778","-47.4519","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"86","23991",1,0,1,0,1,350390,"2399199","04",35,7429825,18,18,0,2062,1,2,3503901,"SP","Metropolitana de São Paulo","Guarulhos","Arujá","-23.3965","-46.32","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"87","23991",1,0,0,0,1,350700,"2399199","06",35,18550000,60,60,0,2062,1,2,3507001,"SP","Itapetininga","Tatuí","Boituva","-23.2855","-47.6786","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"88","08100",1,0,0,0,0,352510,"0810099","02",35,14680000,2,2,0,2062,1,1,3525102,"SP","Ribeirão Preto","Ribeirão Preto","Jardinópolis","-21.0176","-47.7606","SOC QT LTDA","CNPJ","Extrativa mineral"
"89","08100",1,0,0,0,0,354850,"0810099","03",35,11220000,9,9,0,2062,1,1,3548500,"SP","Metropolitana de São Paulo","Santos","Santos","-23.9535","-46.335","SOC QT LTDA","CNPJ","Extrativa mineral"
"90","08100",1,0,0,0,0,350220,"0810099","04",35,18240000,18,18,0,2062,1,1,3502200,"SP","Itapetininga","Itapetininga","Angatuba","-23.4917","-48.4139","SOC QT LTDA","CNPJ","Extrativa mineral"
"91","23991",1,0,0,0,1,353600,"2399199","04",35,17730000,14,14,0,2305,1,2,3536000,"SP","Presidente Prudente","Adamantina","Parapuã","-21.7792","-50.7949",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"92","08100",1,0,0,0,0,354190,"0810099","05",35,12800000,35,35,0,2062,1,1,3541901,"SP","Vale do Paraíba Paulista","Guaratinguetá","Queluz","-22.5312","-44.7781","SOC QT LTDA","CNPJ","Extrativa mineral"
"93","23991",1,0,0,0,0,354515,"2399199","05",35,13440000,39,39,0,2062,1,2,3545159,"SP","Piracicaba","Piracicaba","Saltinho","-22.8442","-47.6754","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"94","23991",1,0,0,0,0,350715,"2399199","02",35,18475000,1,1,0,2305,1,2,3507159,"SP","Itapetininga","Itapeva","Bom Sucesso de Itararé","-24.3155","-49.1451",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"95","23991",1,0,0,0,0,352050,"2399199","05",35,13334200,27,27,0,2062,1,2,3520509,"SP","Campinas","Campinas","Indaiatuba","-23.0816","-47.2101","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"96","08100",1,0,0,0,0,355030,"0810099","06",35,2938000,61,61,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"97","08100",1,0,0,0,0,355030,"0810099","02",35,2118001,1,1,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"98","23991",1,0,1,0,1,351380,"2399199","02",35,9991000,2,2,0,2062,1,2,3513801,"SP","Metropolitana de São Paulo","São Paulo","Diadema","-23.6813","-46.6205","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"99","08100",1,0,0,0,0,352850,"0810099","05",35,7600000,36,36,0,2054,1,1,3528502,"SP","Metropolitana de São Paulo","Franco da Rocha","Mairiporã","-23.3171","-46.5897","SA FECH","CNPJ","Extrativa mineral"
"100","08100",1,0,0,0,0,355220,"0810099","05",35,18023000,34,34,0,2054,1,1,3552205,"SP","Macro Metropolitana Paulista","Sorocaba","Sorocaba","-23.4969","-47.4451","SA FECH","CNPJ","Extrativa mineral"
"101","09904",1,0,0,0,0,353440,"0990401","07",35,6278000,143,143,0,2062,1,1,3534401,"SP","Metropolitana de São Paulo","Osasco","Osasco","-23.5324","-46.7916","SOC QT LTDA","CNPJ","Extrativa mineral"
"102","08100",1,0,0,0,0,350920,"0810099","05",35,7752065,31,31,0,2054,1,1,3509205,"SP","Metropolitana de São Paulo","Osasco","Cajamar","-23.355","-46.8781","SA FECH","CNPJ","Extrativa mineral"
"103","08100",1,0,0,0,0,350570,"0810099","04",35,6407000,23,23,0,2054,1,1,3505708,"SP","Metropolitana de São Paulo","Osasco","Barueri","-23.5057","-46.879","SA FECH","CNPJ","Extrativa mineral"
"104","23991",1,0,0,0,0,355030,"2399199","05",35,2712070,61,61,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"105","23991",1,0,0,0,0,352310,"2399199","06",35,8597630,50,50,0,2062,1,2,3523107,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Itaquaquecetuba","-23.4835","-46.3457","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"106","23991",1,0,0,0,0,350840,"2399199","05",35,13315000,23,23,0,2062,1,2,3508405,"SP","Macro Metropolitana Paulista","Sorocaba","Cabreúva","-23.3053","-47.1362","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"107","23991",1,0,0,0,0,350570,"2399199","02",35,6417010,2,2,0,2062,1,2,3505708,"SP","Metropolitana de São Paulo","Osasco","Barueri","-23.5057","-46.879","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"108","23991",1,0,0,0,1,354890,"2399199","01",35,13566670,0,0,0,2062,1,2,3548906,"SP","Araraquara","São Carlos","São Carlos","-22.0174","-47.886","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"109","23991",1,0,0,0,1,354340,"2399199","01",35,14015050,0,0,0,2062,1,2,3543402,"SP","Ribeirão Preto","Ribeirão Preto","Ribeirão Preto","-21.1699","-47.8099","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"110","23991",1,0,0,0,1,353800,"2399199","03",35,12420360,8,8,0,2062,1,2,3538006,"SP","Vale do Paraíba Paulista","São José dos Campos","Pindamonhangaba","-22.9246","-45.4613","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"111","08100",1,0,0,0,1,352340,"0810099","02",35,13252365,3,3,0,2305,1,1,3523404,"SP","Macro Metropolitana Paulista","Bragança Paulista","Itatiba","-23.0035","-46.8464",NA,"CNPJ","Extrativa mineral"
"112","08100",1,0,0,0,1,350995,"0810099","03",35,12615000,5,5,0,2305,1,1,3509957,"SP","Vale do Paraíba Paulista","Guaratinguetá","Canas","-22.7003","-45.0521",NA,"CNPJ","Extrativa mineral"
"113","23991",1,0,0,0,1,353070,"2399199","02",35,13846010,4,4,0,2062,1,2,3530706,"SP","Campinas","Mogi Mirim","Mogi Guaçu","-22.3675","-46.9428","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
